SHA256,paths,size,decision,canonical_path,reason
cd3a99bf1c1655ce6f6c6a58861171223fd811ae02e94f0f87c6d8357b4f2ad4,cells/L292_E1_excitatory_interneuron/results/35C/eTrC/final/trace_p1p000_nA.csv | cells/L292_E1_excitatory_interneuron/results/35C/eTrC/final_initial_translation/trace_p1p000_nA.csv,1615585,retain experiment-context duplicate,cells/L292_E1_excitatory_interneuron/results/35C/eTrC/final/trace_p1p000_nA.csv,Byte-identical output occurs in distinct documented protocols or stage directories.
d4638cacfc7b00bb0c2313b71a67d6c0cd5a6b89cd2da87e45b39bf44938827b,cells/L796_projection_neuron/reports/L796_step5_AIS_soma_summary_STIM_WINDOW.md | cells/L796_projection_neuron/validation/ais_soma/L796_step5_AIS_soma_summary_STIM_WINDOW.md,1370,reviewed and retained,cells/L796_projection_neuron/reports/L796_step5_AIS_soma_summary_STIM_WINDOW.md,No safe context-free deletion was justified after structural deduplication.
deb20486d68e0396cd5d41b9fd46046f0873a9b97af371a4eeaa099477f1300f,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_extended/trace_p0p750_nA.csv | cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p0p750_nA.csv,1615589,retain experiment-context duplicate,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p0p750_nA.csv,Byte-identical output occurs in distinct documented protocols or stage directories.
e0a2a144bf24354a6d419fcaee83f4f46f97579c78cc5d992eb85736918bc177,cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/trace_p0p390_nA.csv | cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final_after_HH2_singularity_fix/trace_p0p390_nA.csv | cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/rheobase_refinement_10pA/trace_p0p390_nA.csv,2163149,retain experiment-context duplicate,cells/L292_E1_excitatory_interneuron/results/23C/delayed_excitatory/final/trace_p0p390_nA.csv,Byte-identical output occurs in distinct documented protocols or stage directories.
e1a4839f854221eb1f3f1b7730346fe854b873562433ac73068b16ef0e8ed665,cells/L292_E1_excitatory_interneuron/results/23C/passive/final/validation.svg | cells/L292_E1_excitatory_interneuron/results/23C/passive/trials/candidate_gpas_2p9e-5/validation.svg,141045,retain experiment-context duplicate,cells/L292_E1_excitatory_interneuron/results/23C/passive/final/validation.svg,Byte-identical output occurs in distinct documented protocols or stage directories.
e6720163228aa9149c083f01a445b8f7d85bc537d10d4b4eaf6d23a22844d00d,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_extended/trace_p1p000_nA.csv | cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p1p000_nA.csv,1615588,retain experiment-context duplicate,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p1p000_nA.csv,Byte-identical output occurs in distinct documented protocols or stage directories.
ea81ba84d523742d6eea83a8de4e78cb93cbcae17a6e8abab19a5a99e3ee2c94,archive/other_exploratory_models/early_project_work/project4/figures/project4_abeta_allodynia_barplot.png | archive/other_exploratory_models/early_project_work/project5/data/project4_abeta_allodynia_barplot.png,132734,retain archive-context duplicate,archive/other_exploratory_models/early_project_work/project5/data/project4_abeta_allodynia_barplot.png,Historical package context remains scientifically useful.
ec68da469f859d2b8a16e08fbdc9673ea85f28db7e11f0717b2546f9038f0a8a,archive/other_exploratory_models/early_project_work/project4/results/project4_biological_interpretation.csv | archive/other_exploratory_models/early_project_work/project5/data/project4_biological_interpretation.csv,516,retain experiment-context duplicate,archive/other_exploratory_models/early_project_work/project5/data/project4_biological_interpretation.csv,Byte-identical output occurs in distinct documented protocols or stage directories.
ed0b45a8830b36696bc163b5ede93edc8d94ca1492411a809a812bb68eb3c79d,cells/L796_projection_neuron/results/ap_features/L796_step5_somatic_AP_features_summary.csv | cells/L796_projection_neuron/validation/baseline_v1/L796_step5_somatic_AP_features_summary.csv,1759,retain validated snapshot,cells/L796_projection_neuron/results/ap_features/L796_step5_somatic_AP_features_summary.csv,Immutable baseline package preserves model-of-record context.
edcfc9fd7dcae1ed326d70c6ac8e10985d68ac4611efae064eedf9408b26d0dc,cells/L796_projection_neuron/reports/L796_model_vs_literature_validation_table.md | cells/L796_projection_neuron/validation/ap_features/L796_model_vs_literature_validation_table.md,2077,reviewed and retained,cells/L796_projection_neuron/reports/L796_model_vs_literature_validation_table.md,No safe context-free deletion was justified after structural deduplication.
ede8d41d1019e4efc0be04f358d6dabd9884b3f3e143f34a72734727ac79d7e5,archive/other_exploratory_models/early_project_work/project3/results/summary/baseline_normal_inhibition_population_summary.csv | archive/other_exploratory_models/early_project_work/project3/results/summary/baseline_normal_inhibition_projection_output.csv,204,retain experiment-context duplicate,archive/other_exploratory_models/early_project_work/project3/results/summary/baseline_normal_inhibition_projection_output.csv,Byte-identical output occurs in distinct documented protocols or stage directories.
f3df34182592d42d685eccfed027458e41f953c075f52caf470c394a0d88e4fe,cells/L796_projection_neuron/results/L796_final_v2_search_candidates.csv | cells/L796_projection_neuron/results/final_model_v2/L796_final_v2_search_candidates.csv,18323,retain experiment-context duplicate,cells/L796_projection_neuron/results/L796_final_v2_search_candidates.csv,Byte-identical output occurs in distinct documented protocols or stage directories.
f960a9e8448c1cc4505e570d8fef3e11f747138d11678346e37576f0e54d6987,cells/L292_E1_excitatory_interneuron/results/35C/eTrC/final/trace_p0p750_nA.csv | cells/L292_E1_excitatory_interneuron/results/35C/eTrC/final_initial_translation/trace_p0p750_nA.csv,1615716,retain experiment-context duplicate,cells/L292_E1_excitatory_interneuron/results/35C/eTrC/final/trace_p0p750_nA.csv,Byte-identical output occurs in distinct documented protocols or stage directories.
fc6e0b93628d41f318c64ab134ddaa3e4f9e840be180fe5857a528ae75a3ce36,external/medlock_267056_excitatory_scaffold/mods/KDRI.mod | shared/mechanisms/medlock_267056/KDRI.mod,1818,retain justified snapshot duplicate,shared/mechanisms/medlock_267056/KDRI.mod,External scaffold remains independently runnable and preserves its audited upstream snapshot.
