current_path,file_type,size_bytes,sha256,model_cell,scientific_purpose,decision,reason,destination_if_moved
L292:results/23C/eTrC/area_preserved_broad/section_inventory.json,JSON result/data,426445,2bdd0dd6328c84ec0a01f7b6d0c3b41184e81afc4eed5a3cd2f32d834e14e385,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_broad/section_inventory.json
L292:results/23C/eTrC/area_preserved_broad/summary.json,JSON result/data,10573,497e103a45b6ea2eb6b33c4da1b816c59aa0930094cb646f61e975457cdc5d69,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_broad/summary.json
L292:results/23C/eTrC/area_preserved_broad/trace_m0p020_nA.csv,simulation/validation data,1615716,b755cb4d13eb73e31bb1ce9fcf8711dbe9cc1132d4956118ee45cfd522620586,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_broad/trace_m0p020_nA.csv
L292:results/23C/eTrC/area_preserved_broad/trace_p0p000_nA.csv,simulation/validation data,1615716,be42adf50b78220fa457c7e5afddf993f2e2ebb9acaa5cc805f3f9a14f545ec6,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_broad/trace_p0p000_nA.csv
L292:results/23C/eTrC/area_preserved_broad/trace_p0p050_nA.csv,simulation/validation data,1615716,37a2aba5dae92f192499479c2705dbfc7cfb1e5d35fcb64a4ff269814bdc2048,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_broad/trace_p0p050_nA.csv
L292:results/23C/eTrC/area_preserved_broad/trace_p0p100_nA.csv,simulation/validation data,1615716,2055a9420c5f758acf7d7c99623503d652672dd1ba2d4d4f1ad77242ea73632a,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_broad/trace_p0p100_nA.csv
L292:results/23C/eTrC/area_preserved_broad/trace_p0p200_nA.csv,simulation/validation data,1615716,185485c45f76d3ae375970a7ed9c7732cb795dd9b2068204bab67678a92f1d5e,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_broad/trace_p0p200_nA.csv
L292:results/23C/eTrC/area_preserved_broad/trace_p0p400_nA.csv,simulation/validation data,1615716,fb7637fa77a11f0a7d06ed6a30dc541411fefebeec2a9d893d03a71ad4c1eb60,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_broad/trace_p0p400_nA.csv
L292:results/23C/eTrC/area_preserved_broad/validation.svg,figure,218794,ce8efb6bb9934bd02c8f4d13f8a380459862fd828d349f1e2a7b56b6f7beb041,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_broad/validation.svg
L292:results/23C/eTrC/area_preserved_extended/metrics.csv,simulation/validation data,1426,99c8586e4a0a9e5e3ae8fee32ef8308e66141119f8b0b0b0185ec2963af67978,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_extended/metrics.csv
L292:results/23C/eTrC/area_preserved_extended/section_inventory.json,JSON result/data,426445,3c42907fe372be6f1638e93df96270c77f8ae1b709d361773f615e3e4fe23aab,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_extended/section_inventory.json
L292:results/23C/eTrC/area_preserved_extended/summary.json,JSON result/data,7625,86457b6b48f038e51318de04e88600de28f69f44abdd1a70b298efac2e533de3,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_extended/summary.json
L292:results/23C/eTrC/area_preserved_extended/trace_p0p500_nA.csv,simulation/validation data,1615716,b97badab8d4d0389302506b9e3334471bd2fe39d5b7fbb2713f0b17b749fdd6c,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_extended/trace_p0p500_nA.csv
L292:results/23C/eTrC/area_preserved_extended/trace_p0p750_nA.csv,simulation/validation data,1615589,deb20486d68e0396cd5d41b9fd46046f0873a9b97af371a4eeaa099477f1300f,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_extended/trace_p0p750_nA.csv
L292:results/23C/eTrC/area_preserved_extended/trace_p1p000_nA.csv,simulation/validation data,1615588,e6720163228aa9149c083f01a445b8f7d85bc537d10d4b4eaf6d23a22844d00d,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_extended/trace_p1p000_nA.csv
L292:results/23C/eTrC/area_preserved_extended/trace_p1p500_nA.csv,simulation/validation data,1615586,19df1d6d23e99e2006d30c5c573f9ad6e7c5d76a67bac5df5da69a4993fbc76d,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_extended/trace_p1p500_nA.csv
L292:results/23C/eTrC/area_preserved_extended/validation.svg,figure,146938,5aff8e559ff8d0cb1dd3f6e215eb7b982bacd92833b047d5a04f68e679b2b654,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_extended/validation.svg
L292:results/23C/eTrC/area_preserved_rheobase_10pA/metrics.csv,simulation/validation data,1497,f3d9c47af8fc40e9c217fbe9836f16c00a134e4cfcbde56539d75959af14865a,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_10pA/metrics.csv
L292:results/23C/eTrC/area_preserved_rheobase_10pA/section_inventory.json,JSON result/data,426445,eb3121602cf8b0a65c4ce02f48b5e829931fdb5ff202fa94dcd7faa59a5101a8,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_10pA/section_inventory.json
L292:results/23C/eTrC/area_preserved_rheobase_10pA/summary.json,JSON result/data,7833,b8b1fa1d5612c64e590dc3942ce6a1a074eaa5d0df7b8f28e078f2d43d244632,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_10pA/summary.json
L292:results/23C/eTrC/area_preserved_rheobase_10pA/trace_p0p560_nA.csv,simulation/validation data,1615590,5d2f68ef3d623260cecd2053199455cd019c17602e130467b480359260182c4f,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_10pA/trace_p0p560_nA.csv
L292:results/23C/eTrC/area_preserved_rheobase_10pA/trace_p0p570_nA.csv,simulation/validation data,1615589,773bc05950380222e7a0344b42a99d80c3a226590b0219d83423ad758b007993,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_10pA/trace_p0p570_nA.csv
L292:results/23C/eTrC/area_preserved_rheobase_10pA/trace_p0p580_nA.csv,simulation/validation data,1615587,961d3de291e0c27966455cfb0ab19660f7d76f58770a41ed2388283b689d35eb,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_10pA/trace_p0p580_nA.csv
L292:results/23C/eTrC/area_preserved_rheobase_10pA/trace_p0p590_nA.csv,simulation/validation data,1615588,ba5cf406501ce565dc6b81983a15b78584cd32634f40e47b6b9430782d612f46,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_10pA/trace_p0p590_nA.csv
L292:results/23C/eTrC/area_preserved_rheobase_10pA/validation.svg,figure,146937,62f71ff855e745a37344440185f30127ecc3d8ad51d151f147bf4a4013d0ebfd,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_10pA/validation.svg
L292:results/23C/eTrC/area_preserved_rheobase_50pA/metrics.csv,simulation/validation data,1427,67a14adb4df8219901777f67b78a5459a7f5ff8f7aefef43c5eef9cfae1fdfe4,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_50pA/metrics.csv
L292:results/23C/eTrC/area_preserved_rheobase_50pA/section_inventory.json,JSON result/data,426445,f3c8b0420b8a6c77b1e1583cbd05f81b2f57d0bc88d7f453a23c3a85e06bf506,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_50pA/section_inventory.json
L292:results/23C/eTrC/area_preserved_rheobase_50pA/summary.json,JSON result/data,7666,df0a216bce3875129a2ddc6f5c18ce65e81758d989112e79b0a4f4416a864afb,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_50pA/summary.json
L292:results/23C/eTrC/area_preserved_rheobase_50pA/trace_p0p550_nA.csv,simulation/validation data,1615716,4b763d44208d38b554f9aff82c1c5be304aa212bd5057c0037b18891e7d09c62,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_50pA/trace_p0p550_nA.csv
L292:results/23C/eTrC/area_preserved_rheobase_50pA/trace_p0p600_nA.csv,simulation/validation data,1615589,bc817ed00fd1d279c5b97026d7ebe6f5f62a47e4cb3fd69197090ed5ba4e7f63,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_50pA/trace_p0p600_nA.csv
L292:results/23C/eTrC/area_preserved_rheobase_50pA/trace_p0p650_nA.csv,simulation/validation data,1615586,79c4981dba341d5aacc0a4d9bcea37c7450471c2a5cbc1e867ea9b45caf17df2,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_50pA/trace_p0p650_nA.csv
L292:results/23C/eTrC/area_preserved_rheobase_50pA/trace_p0p700_nA.csv,simulation/validation data,1615587,eea236646fb18836ec043e2817f01e94e88bed0653b5614e66b9070c9c89215f,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_50pA/trace_p0p700_nA.csv
L292:results/23C/eTrC/area_preserved_rheobase_50pA/validation.svg,figure,146937,34ee405950f2c6c4d392bdaab7b521aca20c23f0640097e784fc53a7c056843a,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/area_preserved_rheobase_50pA/validation.svg
L292:results/23C/eTrC/broad_initial/metrics.csv,simulation/validation data,1973,d0027d1fae06f726dbec0ea6e1be9734ebbdc899156619629f05fe09dc536b23,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/metrics.csv
L292:results/23C/eTrC/broad_initial/section_inventory.json,JSON result/data,426443,2f1214da3e0bec1a2fa53a06cf84857e7a6a8f3dc662cb24d5052c1a0d9039ca,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/section_inventory.json
L292:results/23C/eTrC/broad_initial/summary.json,JSON result/data,13051,2913c1f4c8d995f71f7b18aeb36d88d9965fc6c797b5a79da3bb9a51e8fc1585,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/summary.json
L292:results/23C/eTrC/broad_initial/trace_m0p020_nA.csv,simulation/validation data,1615716,c2213ac0ac46193f2bd1f604dead86731337e38d0dae6963032920916243a6f0,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/trace_m0p020_nA.csv
L292:results/23C/eTrC/broad_initial/trace_p0p000_nA.csv,simulation/validation data,1615716,adb7847a83ae8e4af29568040e0df0bbc742ba0ce80b7109c53ed0a43dab8b82,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/trace_p0p000_nA.csv
L292:results/23C/eTrC/broad_initial/trace_p0p050_nA.csv,simulation/validation data,1615716,e435823a9556c240e7956074f3cff4ca98e3a2806b3836aec41a456f433f39a6,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/trace_p0p050_nA.csv
L292:results/23C/eTrC/broad_initial/trace_p0p100_nA.csv,simulation/validation data,1615716,b1b85da19702d1e9cb8dafcdbc882cd0f39628c7043e8c91b5c2e07dd0164981,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/trace_p0p100_nA.csv
L292:results/23C/eTrC/broad_initial/trace_p0p150_nA.csv,simulation/validation data,1615716,c23a8871f312f90772bee8e690d3d9d65c6563a92cee9eb158f7ec345629642d,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/trace_p0p150_nA.csv
L292:results/23C/eTrC/broad_initial/trace_p0p200_nA.csv,simulation/validation data,1615716,17a04585de27d561a893eb4bbc56b1991b82ec9a158a2a7500808e87243bac23,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/trace_p0p200_nA.csv
L292:results/23C/eTrC/broad_initial/trace_p0p300_nA.csv,simulation/validation data,1615716,8e31deef0b83a5510e186cd79987d92b75ba0fa7fed0e58c4005b98bc2fd5217,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/trace_p0p300_nA.csv
L292:results/23C/eTrC/broad_initial/trace_p0p400_nA.csv,simulation/validation data,1615716,b4b6908a0db0312b9ec96da5082ff3d23c1883e89a3e9b9c528ddc7435f33113,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/trace_p0p400_nA.csv
L292:results/23C/eTrC/broad_initial/validation.svg,figure,292972,9c3a357cce79cc77d714d2c5c54e32f60679da9d51c34a312bc5a3d11e99dda1,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/broad_initial/validation.svg
L292:results/23C/eTrC/exact_density_refined_axon/metrics.csv,simulation/validation data,1355,f64bda8c8b09232e9f669208eb2a0d1d6f754bc3922e82bfe160e5b5034c014c,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/exact_density_refined_axon/metrics.csv
L292:results/23C/eTrC/exact_density_refined_axon/section_inventory.json,JSON result/data,426445,c6512822ba8d63481ced359aeb70bdf4642188759811c1a1aabf1d17cd6ea0de,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/exact_density_refined_axon/section_inventory.json
L292:results/23C/eTrC/exact_density_refined_axon/summary.json,JSON result/data,7525,da50e3b5b9cf6445ba521b3afe89c49dc50b2945f43c3c4b33805bc5c3ea2714,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/exact_density_refined_axon/summary.json
L292:results/23C/eTrC/exact_density_refined_axon/trace_p0p500_nA.csv,simulation/validation data,1615716,423f662d819fcb874e28ce504d93a6b1229e9fb5e04bab226852693502566cf4,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/exact_density_refined_axon/trace_p0p500_nA.csv
L292:results/23C/eTrC/exact_density_refined_axon/trace_p0p750_nA.csv,simulation/validation data,1615716,0959a25934258ae1ac0060a75136667521c46bd25e7a582989e93120d885e927,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/exact_density_refined_axon/trace_p0p750_nA.csv
L292:results/23C/eTrC/exact_density_refined_axon/trace_p1p000_nA.csv,simulation/validation data,1615610,99093a56489b4015e251d9bde8b2c1fcd7691d58257ea3de8b719ef45e4dd337,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/exact_density_refined_axon/trace_p1p000_nA.csv
L292:results/23C/eTrC/exact_density_refined_axon/trace_p1p500_nA.csv,simulation/validation data,1615611,2da1463dbdd24492d988d9dfe8ed34122b2bf871ae57574a05e7fa9cb9aefe96,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/exact_density_refined_axon/trace_p1p500_nA.csv
L292:results/23C/eTrC/exact_density_refined_axon/validation.svg,figure,146939,88929b7654faf157b6d0c7301b94262802efb7aaf0fe09cf9498b6459738a02f,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/exact_density_refined_axon/validation.svg
L292:results/23C/eTrC/extended_current_diagnostic/metrics.csv,simulation/validation data,1687,1455449118428d44b719be3f87e47416ebdb7ef1f8cc93b7e90b4236ca16e433,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/extended_current_diagnostic/metrics.csv
L292:results/23C/eTrC/extended_current_diagnostic/section_inventory.json,JSON result/data,426443,294befb1e1d87a4494e81990855cbec431527069914a3d9e298a086022a10c7c,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/extended_current_diagnostic/section_inventory.json
L292:results/23C/eTrC/extended_current_diagnostic/summary.json,JSON result/data,9127,fe0948a9516f4930a3adaf9f0ac82a47060a273dbff7dd8e29acc6732fe1d5f4,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/extended_current_diagnostic/summary.json
L292:results/23C/eTrC/extended_current_diagnostic/trace_p0p500_nA.csv,simulation/validation data,1615716,eb692799293cca5d527a96ef3224f645cd03d3059044c5611ef8402ddb03ed65,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/extended_current_diagnostic/trace_p0p500_nA.csv
L292:results/23C/eTrC/extended_current_diagnostic/trace_p0p750_nA.csv,simulation/validation data,1615600,ff4835b838c98fdef96f4ca6ed6387796ae73552fe5e88ec465c675ccbebc800,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/extended_current_diagnostic/trace_p0p750_nA.csv
L292:results/23C/eTrC/extended_current_diagnostic/trace_p1p000_nA.csv,simulation/validation data,1615600,53419d57eed695cc3e3407c3f8c48bf3e20001371da5d329fcbbfa3411a1897f,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/extended_current_diagnostic/trace_p1p000_nA.csv
L292:results/23C/eTrC/extended_current_diagnostic/trace_p1p250_nA.csv,simulation/validation data,1615600,9f42b542f05b0c4a534c01ffdcd0c6cf5adafd280663d26d50812a17728c2025,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/extended_current_diagnostic/trace_p1p250_nA.csv
L292:results/23C/eTrC/extended_current_diagnostic/trace_p1p500_nA.csv,simulation/validation data,1615601,f9a6c3ebee78d1f61e30bb3dae0db97fd9100441413ac722348644508d4c9caa,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/extended_current_diagnostic/trace_p1p500_nA.csv
L292:results/23C/eTrC/extended_current_diagnostic/validation.svg,figure,183469,ce3407b29e3bbab90973ddff1094ce47f56124ecba5c5df99bfd8fff14e8b38c,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/extended_current_diagnostic/validation.svg
L292:results/23C/eTrC/final/metrics.csv,simulation/validation data,2529,c02cbdc9550e3400e140b49e7d912ffe76676763d80f83fdf4436262ff9a93b6,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/metrics.csv
L292:results/23C/eTrC/final/section_inventory.json,JSON result/data,426445,892dc100cc8b2072c1771b83a193065a3c645b70b3826a8f123d2d8edccdcd42,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/section_inventory.json
L292:results/23C/eTrC/final/summary.json,JSON result/data,15257,2f8fd761eea92a958841de9e2da0560cfcd9ea54883f531f89cbd8b47d92b7ef,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/summary.json
L292:results/23C/eTrC/final/trace_m0p020_nA.csv,simulation/validation data,1615716,b755cb4d13eb73e31bb1ce9fcf8711dbe9cc1132d4956118ee45cfd522620586,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_m0p020_nA.csv
L292:results/23C/eTrC/final/trace_p0p000_nA.csv,simulation/validation data,1615716,be42adf50b78220fa457c7e5afddf993f2e2ebb9acaa5cc805f3f9a14f545ec6,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p0p000_nA.csv
L292:results/23C/eTrC/final/trace_p0p500_nA.csv,simulation/validation data,1615716,b97badab8d4d0389302506b9e3334471bd2fe39d5b7fbb2713f0b17b749fdd6c,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p0p500_nA.csv
L292:results/23C/eTrC/final/trace_p0p550_nA.csv,simulation/validation data,1615716,4b763d44208d38b554f9aff82c1c5be304aa212bd5057c0037b18891e7d09c62,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p0p550_nA.csv
L292:results/23C/eTrC/final/trace_p0p560_nA.csv,simulation/validation data,1615590,5d2f68ef3d623260cecd2053199455cd019c17602e130467b480359260182c4f,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p0p560_nA.csv
L292:results/23C/eTrC/final/trace_p0p600_nA.csv,simulation/validation data,1615589,bc817ed00fd1d279c5b97026d7ebe6f5f62a47e4cb3fd69197090ed5ba4e7f63,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p0p600_nA.csv
L292:results/23C/eTrC/final/trace_p0p750_nA.csv,simulation/validation data,1615589,deb20486d68e0396cd5d41b9fd46046f0873a9b97af371a4eeaa099477f1300f,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p0p750_nA.csv
L292:results/23C/eTrC/final/trace_p1p000_nA.csv,simulation/validation data,1615588,e6720163228aa9149c083f01a445b8f7d85bc537d10d4b4eaf6d23a22844d00d,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p1p000_nA.csv
L292:results/23C/eTrC/final/trace_p1p500_nA.csv,simulation/validation data,1615586,19df1d6d23e99e2006d30c5c573f9ad6e7c5d76a67bac5df5da69a4993fbc76d,L292,Raw or summarized evidence for a model result,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/trace_p1p500_nA.csv
L292:results/23C/eTrC/final/validation.svg,figure,329532,17b4ce6deab08f7a46dd4173f5e37b0e8f1889adc87f296a0f746d0faae55204,L292,"Visualization of morphology, simulation, or validation output",move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/final/validation.svg
L292:results/23C/eTrC/geometry_mapping_audit.json,JSON result/data,1397,e49c608796ed722b78cf5816d5ac0665bb4e782a9c5f6213f6f2b556cc7b503c,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/geometry_mapping_audit.json
L292:results/23C/eTrC/geometry_mapping_audit_refined_axon.json,JSON result/data,1398,7c7a984f397ec9f9cdc645da2889f6db705564edbc1675ce53606ab7c5e04659,L292,Project metadata or historical artifact,move/import,Scientifically relevant source work preserved in the consolidated repository,cells/L292_E1_excitatory_interneuron/results/23C/eTrC/geometry_mapping_audit_refined_axon.json
